Id,Predicted
286838,3300980696513.8203
287397,-2994147649722.1094
287408,-2478835394250.1484
289288,-2478835394250.1484
290457,-2478835394250.1484
293004,-2478835394250.1484
295231,2785668441073.867
295379,-2994147649722.1094
296361,3330787464747.3984
297962,2785668441073.867
298759,2785668441073.867
301034,3300980696513.8203
303345,-2478835394250.1484
310338,3300980696513.8203
317905,-2994147649722.1094
320876,-2994147649722.1094
329064,-2994147649722.1094
333189,2785668441073.867
334607,-2994147649722.1094
335819,-2994147649722.1094
342995,3300980696513.8203
351530,-2994147649722.1094
353317,-2478835394250.1484
359982,2785668441073.867
360400,3300980696513.8203
361803,-1585103531335.3828
364785,2785668441073.867
369411,2785668441073.867
380416,-2994147649722.1094
380730,-2994147649722.1094
386555,24986834214685.836
387377,-2478835394250.1484
393016,3300980696513.8203
394026,2785668441073.867
397034,3300980696513.8203
398281,-2478835394250.1484
404502,2785668441073.867
430665,-2478835394250.1484
431865,-2478835394250.1484
433218,-2994147649722.1094
437906,-2478835394250.1484
438513,-2994147649722.1094
443646,-2478835394250.1484
447766,3300980696513.8203
448048,3330787464747.3984
453161,-2994147649722.1094
454763,-2478835394250.1484
454929,-2478835394250.1484
455734,-2478835394250.1484
457829,-2478835394250.1484
461050,-2994147649722.1094
467634,-1555296763081.0547
476570,-2478835394250.1484
478949,-2478835394250.1484
479002,-2994147649722.1094
479285,3330787464747.3984
483414,2785668441073.867
484728,-2994147649722.1094
486350,-2994147649722.1094
488083,-2994147649722.1094
490011,2785668441073.867
491977,-2478835394250.1484
495249,3330787464747.3984
498120,2895812664660.461
503460,24986834214685.836
503529,-2478835394250.1484
505315,2785668441073.867
506121,3300980696513.8203
507393,2785668441073.867
514457,-2994147649722.1094
518566,3300980696513.8203
519310,3330787464747.3984
521806,-2449028626075.086
528485,2785668441073.867
532749,-2994147649722.1094
533625,-2994147649722.1094
539160,-2478835394250.1484
539350,-2478835394250.1484
544039,-2994147649722.1094
545261,2785668441073.867
546383,3330787464747.3984
546573,-2478835394250.1484
548184,2785668441073.867
550777,-2478835394250.1484
552141,-2478835394250.1484
557487,-2994147649722.1094
564049,-2478835394250.1484
565814,2785668441073.867
567195,-2994147649722.1094
575061,2785668441073.867
577324,-2449028626075.086
577824,2785668441073.867
578267,3300980696513.8203
580323,3300980696513.8203
581421,2785668441073.867
582372,3330787464747.3984
585937,-2994147649722.1094
588677,-2994147649722.1094
591135,3300980696513.8203
592853,-2449028626075.086
593320,3300980696513.8203
594732,-2478835394250.1484
595321,2785668441073.867
597624,-2994147649722.1094
606269,-2478835394250.1484
607735,-2994147649722.1094
607781,-2478835394250.1484
609213,-2994147649722.1094
611009,-2478835394250.1484
616585,-2994147649722.1094
618916,-2994147649722.1094
619122,2785668441073.867
635662,2785668441073.867
637228,2785668441073.867
651475,3300980696513.8203
651648,-2994147649722.1094
655472,-2994147649722.1094
658008,-2994147649722.1094
658366,-2478835394250.1484
658932,3330787464747.3984
660036,3300980696513.8203
668400,3300980696513.8203
669831,3300980696513.8203
670767,2785668441073.867
671496,2785668441073.867
674692,3330787464747.3984
679769,3330787464747.3984
680998,-2478835394250.1484
681518,3300980696513.8203
682122,-2994147649722.1094
683681,-2478835394250.1484
684808,-2478835394250.1484
684991,-2478835394250.1484
690349,-2994147649722.1094
692137,-2994147649722.1094
695002,-2478835394250.1484
697923,3300980696513.8203
698514,-2478835394250.1484
698882,2785668441073.867
700530,-2478835394250.1484
700916,-2994147649722.1094
702440,-2994147649722.1094
702551,-2478835394250.1484
704838,-2449028626075.086
712136,24986834214685.836
712260,2785668441073.867
714028,-2449028626075.086
718761,2785668441073.867
721762,-2478835394250.1484
727835,2785668441073.867
731316,-2478835394250.1484
735677,-2478835394250.1484
747419,-2994147649722.1094
749455,3300980696513.8203
753991,-2994147649722.1094
754353,3330787464747.3984
755703,2785668441073.867
760303,-2478835394250.1484
763600,2785668441073.867
764052,-2449028626075.086
765203,-2100415786778.8047
765315,2785668441073.867
769279,3300980696513.8203
769448,-2994147649722.1094
772362,-2478835394250.1484
772679,-2478835394250.1484
773041,2895812664660.461
775280,-2478835394250.1484
778381,2785668441073.867
782554,-2478835394250.1484
786685,-2478835394250.1484
794245,2785668441073.867
795198,3300980696513.8203
795641,3330787464747.3984
796232,-2994147649722.1094
796523,-2994147649722.1094
798128,-2478835394250.1484
799829,-2478835394250.1484
799924,-2994147649722.1094
802677,-2478835394250.1484
808705,-2478835394250.1484
808774,-2994147649722.1094
810346,2785668441073.867
810681,-2994147649722.1094
811450,2785668441073.867
813793,-2478835394250.1484
814327,3300980696513.8203
817113,2785668441073.867
818337,3330787464747.3984
819206,-1585103531335.3828
823631,3300980696513.8203
824421,2785668441073.867
825486,-2478835394250.1484
825545,3300980696513.8203
826307,24986834214685.836
826603,2785668441073.867
829935,-2478835394250.1484
834968,-2994147649722.1094
836720,-2449028626075.086
841075,-2994147649722.1094
846799,2785668441073.867
848087,-2994147649722.1094
848170,-2994147649722.1094
849409,-2994147649722.1094
850712,-2478835394250.1484
851130,-1585103531335.3828
853900,-2449028626075.086
854253,-2994147649722.1094
855206,3300980696513.8203
856440,-2478835394250.1484
864790,3300980696513.8203
865355,3300980696513.8203
867721,2785668441073.867
872035,3300980696513.8203
875111,-2994147649722.1094
887129,-2994147649722.1094
888583,-2994147649722.1094
894063,2785668441073.867
898861,-2449028626075.086
900383,-2100415786778.8047
904060,-2994147649722.1094
906058,3300980696513.8203
918239,2785668441073.867
919491,2785668441073.867
919830,3300980696513.8203
921624,-2994147649722.1094
924658,-2100415786778.8047
929032,2785668441073.867
931642,3300980696513.8203
940116,2785668441073.867
941179,-2994147649722.1094
944049,-2478835394250.1484
951365,-2449028626075.086
953951,-2478835394250.1484
958444,-2884003426175.9844
959871,2785668441073.867
960210,2785668441073.867
964379,-2994147649722.1094
972426,2785668441073.867
973653,-2478835394250.1484
975990,-2994147649722.1094
981494,-2478835394250.1484
983625,-2478835394250.1484
984721,-2994147649722.1094
990130,-2994147649722.1094
1001147,2785668441073.867
1001447,-1585103531335.3828
1002469,-2478835394250.1484
1009973,-2994147649722.1094
1018529,-2994147649722.1094
1021491,-2994147649722.1094
1021957,2785668441073.867
1023181,2785668441073.867
1029482,3300980696513.8203
1029808,-2994147649722.1094
1030254,2785668441073.867
1032610,-2478835394250.1484
1032611,-2994147649722.1094
1037016,2785668441073.867
1046443,3330787464747.3984
1054201,-2478835394250.1484
1056256,-2994147649722.1094
1059891,3300980696513.8203
1066769,3300980696513.8203
1077179,-2478835394250.1484
1080543,-2994147649722.1094
1089240,3300980696513.8203
1089542,2785668441073.867
1091582,2785668441073.867
1102858,-2994147649722.1094
1102942,-2478835394250.1484
1107976,3330787464747.3984
1112070,2785668441073.867
1114409,-2994147649722.1094
1130138,-2478835394250.1484
1131804,-2478835394250.1484
1133296,-2478835394250.1484
1138455,-2478835394250.1484
1145288,-2478835394250.1484
1148978,3300980696513.8203
1150398,2785668441073.867
1150594,-2478835394250.1484
1151582,3300980696513.8203
1155475,-2994147649722.1094
1155885,-2994147649722.1094
1166947,3300980696513.8203
1170268,-2994147649722.1094
1171566,3300980696513.8203
1171716,2785668441073.867
1177971,-1585103531335.3828
1180537,-2478835394250.1484
1180618,-2478835394250.1484
1183667,-2478835394250.1484
1186569,3330787464747.3984
1189378,-2478835394250.1484
1195198,-2994147649722.1094
1196791,3300980696513.8203
1213991,3300980696513.8203
1217046,-2994147649722.1094
1217670,-2994147649722.1094
1227528,-2994147649722.1094
1251681,-2994147649722.1094
1252826,-2478835394250.1484
1255828,3300980696513.8203
1263964,3300980696513.8203
1267186,3300980696513.8203
1267945,2785668441073.867
1281023,3300980696513.8203
1281054,-2478835394250.1484
1291020,2785668441073.867
1292428,3300980696513.8203
1294973,3300980696513.8203
1297663,-2478835394250.1484
1300097,2785668441073.867
1303850,-2478835394250.1484
1304181,3300980696513.8203
1305265,-2994147649722.1094
1307095,3300980696513.8203
1308308,-2478835394250.1484
1309148,2785668441073.867
1313711,-2994147649722.1094
1320550,-2478835394250.1484
1325432,3330787464747.3984
1330056,2785668441073.867
1331960,-2994147649722.1094
1334633,-2478835394250.1484
1338362,-2478835394250.1484
1342507,-2994147649722.1094
1347478,2785668441073.867
1359438,-2994147649722.1094
1363957,-2994147649722.1094
1374457,2785668441073.867
1391683,3300980696513.8203
1392673,-2994147649722.1094
1399187,-2478835394250.1484
1399448,-2478835394250.1484
1402084,-2994147649722.1094
1404510,2785668441073.867
1404828,2785668441073.867
1411811,-2478835394250.1484
1423175,-2994147649722.1094
1433897,-2994147649722.1094
1436810,-2478835394250.1484
1440363,-2478835394250.1484
1444400,3300980696513.8203
1449546,-2994147649722.1094
1455804,-2478835394250.1484
1465446,-2478835394250.1484
1466534,3330787464747.3984
1467392,3300980696513.8203
1469895,-2478835394250.1484
1472002,-1585103531335.3828
1474980,3300980696513.8203
1478315,-2994147649722.1094
1480002,3300980696513.8203
1489426,-2478835394250.1484
1497024,-2478835394250.1484
1499635,-2478835394250.1484
1507845,-2478835394250.1484
1512006,-2478835394250.1484
1515026,-2994147649722.1094
1515659,-2994147649722.1094
1519957,2785668441073.867
1519994,2785668441073.867
1523556,2785668441073.867
1524017,-2478835394250.1484
1524895,-2478835394250.1484
1526741,-1585103531335.3828
1534782,2785668441073.867
1546518,-2994147649722.1094
1549413,-2478835394250.1484
1552242,-2449028626075.086
1560408,-2994147649722.1094
1566326,-2994147649722.1094
1570204,-2478835394250.1484
1591811,-2994147649722.1094
1596314,-2478835394250.1484
1598863,-2478835394250.1484
1615764,-2478835394250.1484
1623431,3300980696513.8203
1630572,3300980696513.8203
1635672,-2478835394250.1484
1652236,2785668441073.867
1654738,-2478835394250.1484
1656254,-2994147649722.1094
1656539,3300980696513.8203
1657110,-2478835394250.1484
1672860,-2478835394250.1484
1673338,2785668441073.867
1677887,2785668441073.867
1682258,-2478835394250.1484
1684053,3330787464747.3984
1687108,3330787464747.3984
1692823,2785668441073.867
1698334,2785668441073.867
1699934,2785668441073.867
1701981,-2478835394250.1484
1702581,3300980696513.8203
1704210,-2994147649722.1094
1713409,-2994147649722.1094
1716441,3300980696513.8203
1716640,-2478835394250.1484
1717149,-2478835394250.1484
1729286,3300980696513.8203
1735804,-2994147649722.1094
1738513,-2478835394250.1484
1739847,2895812664660.461
1742471,-2449028626075.086
1742654,-2478835394250.1484
1744216,2785668441073.867
1746726,-2478835394250.1484
1748189,-2478835394250.1484
1755484,-2478835394250.1484
1763333,-2449028626075.086
1793411,-2478835394250.1484
1803279,3300980696513.8203
1809547,3300980696513.8203
1811446,3300980696513.8203
1813829,3300980696513.8203
1815505,3330787464747.3984
1820931,-2478835394250.1484
1825949,2785668441073.867
1828063,-2478835394250.1484
1830244,2785668441073.867
1839231,-2478835394250.1484
1841356,3300980696513.8203
1850695,-2478835394250.1484
1851926,-2994147649722.1094
1856261,3300980696513.8203
1859901,-2478835394250.1484
1861493,-2478835394250.1484
1865336,2785668441073.867
1876969,-2994147649722.1094
1878965,-2994147649722.1094
1881556,-2994147649722.1094
1881586,-2478835394250.1484
1888006,2785668441073.867
1891017,-2478835394250.1484
1893225,-2994147649722.1094
1900780,-2478835394250.1484
1905865,-2994147649722.1094
1911641,-2478835394250.1484
1918693,2785668441073.867
1920085,3330787464747.3984
1925519,3300980696513.8203
1928961,-1585103531335.3828
1929186,-2994147649722.1094
1931341,3300980696513.8203
1932110,3300980696513.8203
1935302,-2994147649722.1094
1936633,-2884003426175.9844
1939106,-2478835394250.1484
1941495,-2994147649722.1094
1944891,-2994147649722.1094
1945115,3300980696513.8203
1947400,-2478835394250.1484
1948745,-2994147649722.1094
1950311,-2994147649722.1094
1954495,-2478835394250.1484
1956726,-2478835394250.1484
1965103,-2478835394250.1484
1965766,-2478835394250.1484
1978445,2785668441073.867
1979076,-2994147649722.1094
1979579,-2478835394250.1484
1980179,-2478835394250.1484
1983531,-2478835394250.1484
1989972,3300980696513.8203
1992751,-2994147649722.1094
1994548,-2478835394250.1484
2003807,-2478835394250.1484
2010971,-2478835394250.1484
2011692,3300980696513.8203
2015168,-2994147649722.1094
2019755,-2994147649722.1094
2022728,3300980696513.8203
2025779,-2478835394250.1484
2026434,-2994147649722.1094
2030736,2785668441073.867
2033224,-2478835394250.1484
2043049,2785668441073.867
2043060,-2478835394250.1484
2043329,-2478835394250.1484
2046225,-2994147649722.1094
2046273,2785668441073.867
2053940,-2994147649722.1094
2054899,-2478835394250.1484
2056307,3300980696513.8203
2057595,3300980696513.8203
2060720,-2478835394250.1484
2061811,-2478835394250.1484
2065101,3330787464747.3984
2070290,-2478835394250.1484
2071839,2785668441073.867
2071873,-2478835394250.1484
2079765,-2994147649722.1094
2082670,2785668441073.867
2084817,3300980696513.8203
2085632,-2478835394250.1484
2088725,-2994147649722.1094
2089273,-2994147649722.1094
2098338,2785668441073.867
2101349,3300980696513.8203
2102542,-2994147649722.1094
2102571,-2478835394250.1484
2108424,2785668441073.867
2116940,-2478835394250.1484
2118102,-2478835394250.1484
2119216,-2478835394250.1484
2122613,-2478835394250.1484
2124536,-2478835394250.1484
2128761,-2994147649722.1094
2135116,3300980696513.8203
2137796,-2994147649722.1094
2141667,3300980696513.8203
2142092,3300980696513.8203
2144033,2785668441073.867
2145599,3300980696513.8203
2164631,-2478835394250.1484
2170618,2785668441073.867
2182899,-2478835394250.1484
2183423,-2478835394250.1484
2186452,-2478835394250.1484
2186699,-2478835394250.1484
2191612,-2478835394250.1484
2193945,2785668441073.867
2197401,3300980696513.8203
2203154,-2478835394250.1484
2206311,-2478835394250.1484
2214256,-2994147649722.1094
2214978,-2478835394250.1484
2217609,2785668441073.867
2227377,-2478835394250.1484
2230762,3300980696513.8203
2231296,3300980696513.8203
2237851,-2478835394250.1484
2240196,-2478835394250.1484
2240661,-2478835394250.1484
2243180,-2478835394250.1484
2243699,-2478835394250.1484
2243769,-2478835394250.1484
2249878,-2478835394250.1484
2254817,-2478835394250.1484
2259719,-2478835394250.1484
2259813,-2478835394250.1484
2260595,-2478835394250.1484
2265827,2785668441073.867
2266468,-2994147649722.1094
2268632,-2449028626075.086
2271504,-2994147649722.1094
2272080,-2994147649722.1094
2272739,-2478835394250.1484
2272872,-2478835394250.1484
2274268,3300980696513.8203
2281142,-2478835394250.1484
2282085,-2994147649722.1094
2291507,2785668441073.867
2296024,-2884003426175.9844
2299633,-2478835394250.1484
2305025,2785668441073.867
2305890,-2994147649722.1094
2310542,3300980696513.8203
2314398,-2994147649722.1094
2323502,3330787464747.3984
2325144,2785668441073.867
2332880,-2994147649722.1094
2349715,-2994147649722.1094
2350883,2785668441073.867
2367089,-2478835394250.1484
2371632,-2449028626075.086
2392301,2785668441073.867
2392814,3300980696513.8203
2410200,2785668441073.867
2410819,3300980696513.8203
2422991,-2478835394250.1484
2424199,-2994147649722.1094
2425222,-2478835394250.1484
2425980,3300980696513.8203
2431784,-2478835394250.1484
2440173,-2478835394250.1484
2445856,3330787464747.3984
2447460,-2478835394250.1484
2447634,-2994147649722.1094
2454504,-2994147649722.1094
2454507,-2478835394250.1484
2459587,-2478835394250.1484
2465333,-2994147649722.1094
2465699,3300980696513.8203
2478415,-2994147649722.1094
2478825,-2478835394250.1484
2493039,3300980696513.8203
2493176,-2478835394250.1484
2500087,-2478835394250.1484
2507612,2785668441073.867
2508374,-2449028626075.086
2513351,3330787464747.3984
2514760,-2478835394250.1484
2515876,3330787464747.3984
2519770,-2449028626075.086
2523629,-2994147649722.1094
2525956,-2478835394250.1484
2545184,2895812664660.461
2554110,-2478835394250.1484
2559129,3300980696513.8203
2563764,2785668441073.867
2565087,2785668441073.867
2578731,-2449028626075.086
2586923,2785668441073.867
2590590,-2994147649722.1094
2600199,-2994147649722.1094
2607583,-2478835394250.1484
2619549,-2478835394250.1484
2620068,-2478835394250.1484
2627737,-2994147649722.1094
2631224,3300980696513.8203
2633717,2785668441073.867
2640467,2785668441073.867
2640764,2785668441073.867
2656394,-2994147649722.1094
2658325,3300980696513.8203
2659183,-2478835394250.1484
2659448,-2994147649722.1094
2661098,3330787464747.3984
2668311,-2994147649722.1094
2669352,3300980696513.8203
2679171,3330787464747.3984
2683387,3300980696513.8203
2683455,-2449028626075.086
2684223,2785668441073.867
2687606,-2478835394250.1484
2690370,-2449028626075.086
2698645,3330787464747.3984
2702489,-2994147649722.1094
2707824,3300980696513.8203
2708371,-2994147649722.1094
2710442,-2994147649722.1094
2711082,-2478835394250.1484
2713887,-2478835394250.1484
2721610,-2478835394250.1484
2739884,-2478835394250.1484
2744106,2785668441073.867
2756159,-1585103531335.3828
2769718,-2994147649722.1094
2772111,-1990271563175.7734
2774381,-2994147649722.1094
2776119,-2994147649722.1094
2778250,3300980696513.8203
2781747,-2994147649722.1094
2782449,-2994147649722.1094
2793004,-2994147649722.1094
2793630,3300980696513.8203
2801300,3330787464747.3984
2816152,2785668441073.867
2821782,-2478835394250.1484
2831424,-2478835394250.1484
2845257,-2994147649722.1094
2851945,-2994147649722.1094
2854050,2785668441073.867
2858010,3300980696513.8203
2865117,-2994147649722.1094
2867463,-2994147649722.1094
2880806,-2994147649722.1094
2889377,3330787464747.3984
2895820,3300980696513.8203
2899082,-2994147649722.1094
2931859,-2478835394250.1484
2933772,-2478835394250.1484
2936192,3300980696513.8203
2952861,-2994147649722.1094
2959036,-2478835394250.1484
2969803,3300980696513.8203
2978421,-2478835394250.1484
2979714,3300980696513.8203
2984662,-2994147649722.1094
2995000,-2994147649722.1094
2995459,-2994147649722.1094
3005261,3300980696513.8203
3012871,-2994147649722.1094
3017320,3300980696513.8203
3018422,3300980696513.8203
3019237,-2994147649722.1094
3032355,3300980696513.8203
3038797,-2994147649722.1094
3041973,-2478835394250.1484
3043467,2785668441073.867
3050544,-2994147649722.1094
3066892,-2994147649722.1094
3067062,2785668441073.867
3070876,3300980696513.8203
3072242,-2994147649722.1094
3081771,-2994147649722.1094
3084473,-2478835394250.1484
3090474,3300980696513.8203
3095119,-2994147649722.1094
3095348,-2994147649722.1094
3098703,3300980696513.8203
3100156,-2478835394250.1484
3101058,-2994147649722.1094
3101140,2785668441073.867
3105531,-2478835394250.1484
3112284,3330787464747.3984
3112953,3300980696513.8203
3114929,3300980696513.8203
3116519,-2449028626075.086
3132960,-2994147649722.1094
3133055,2785668441073.867
3143311,3300980696513.8203
3145484,-2994147649722.1094
3153140,19207018123909.836
3153603,-2994147649722.1094
3157420,3300980696513.8203
3172212,2785668441073.867
3173148,2785668441073.867
3176526,2785668441073.867
3176655,-2994147649722.1094
3177630,-2478835394250.1484
3198824,-2478835394250.1484
3200728,2785668441073.867
3202590,-2994147649722.1094
3205292,-2994147649722.1094
3207986,2785668441073.867
3208188,-2994147649722.1094
3208609,2785668441073.867
3208747,-2478835394250.1484
3209980,3300980696513.8203
3217221,-1585103531335.3828
3219835,-2994147649722.1094
3237160,-2478835394250.1484
3240838,3300980696513.8203
3249076,-2994147649722.1094
3278631,3300980696513.8203
3278691,2785668441073.867
3282550,-2994147649722.1094
3283409,-2994147649722.1094
3293500,-2994147649722.1094
3302932,-2449028626075.086
3318859,2785668441073.867
3322922,-2994147649722.1094
3324203,-2449028626075.086
3324498,3330787464747.3984
3334850,-2478835394250.1484
3339205,-2478835394250.1484
3344815,2785668441073.867
3352608,-2994147649722.1094
3354459,-2994147649722.1094
3359315,3300980696513.8203
3359510,-2994147649722.1094
3369826,-2478835394250.1484
3372399,-2994147649722.1094
3375998,3300980696513.8203
3383662,3300980696513.8203
3386746,-2994147649722.1094
3386923,2785668441073.867
3387493,-2478835394250.1484
3394044,3300980696513.8203
3394314,-2994147649722.1094
3394964,3300980696513.8203
3395398,3300980696513.8203
3395697,-2478835394250.1484
3400645,-2994147649722.1094
3401271,-2478835394250.1484
3410516,-2994147649722.1094
3411006,-2478835394250.1484
3411815,2785668441073.867
3411912,-2994147649722.1094
3412633,-2478835394250.1484
3412893,-2449028626075.086
3423516,-2478835394250.1484
3424458,-2994147649722.1094
3429765,2895812664660.461
3434303,-2478835394250.1484
3437101,3300980696513.8203
3440135,-2478835394250.1484
3441130,2785668441073.867
3442140,2785668441073.867
3448037,-2994147649722.1094
3462975,-2478835394250.1484
3464971,-2449028626075.086
3479614,-2478835394250.1484
3482919,-2478835394250.1484
3489242,3330787464747.3984
3490317,-2994147649722.1094
3492910,-2478835394250.1484
3499016,3330787464747.3984
3499251,-2478835394250.1484
3504289,3300980696513.8203
3512428,3300980696513.8203
3517646,-2994147649722.1094
3522539,-2478835394250.1484
3529888,-2994147649722.1094
3533180,-2994147649722.1094
3539618,-2478835394250.1484
3542523,-2994147649722.1094
3549074,2785668441073.867
3567258,-2478835394250.1484
3574304,3300980696513.8203
3576160,-2478835394250.1484
3582816,-2994147649722.1094
3583605,-2478835394250.1484
3585974,-2478835394250.1484
3593491,3300980696513.8203
3594408,3330787464747.3984
3595554,-2449028626075.086
3602534,3300980696513.8203
3604145,-2994147649722.1094
3605896,3300980696513.8203
3614680,-2449028626075.086
3624205,3300980696513.8203
3624387,-2449028626075.086
3624653,2785668441073.867
3625870,2785668441073.867
3627589,2785668441073.867
3630304,3330787464747.3984
3654511,-2478835394250.1484
3660983,2785668441073.867
3662949,-2478835394250.1484
3677769,3330787464747.3984
3683241,-2994147649722.1094
3687172,-2478835394250.1484
3696043,-2994147649722.1094
3701708,2785668441073.867
3702400,2785668441073.867
3704067,-2994147649722.1094
3710230,-2994147649722.1094
3711039,-1555296763081.0547
3715638,3300980696513.8203
3727861,3300980696513.8203
3735483,2785668441073.867
3743048,24986834214685.836
3747392,2785668441073.867
3758686,-2994147649722.1094
3760029,-2449028626075.086
3765095,2785668441073.867
3765357,-2478835394250.1484
3772256,3300980696513.8203
3775259,-2994147649722.1094
3783016,-2478835394250.1484
3791325,-2994147649722.1094
3791554,3300980696513.8203
3799598,-2478835394250.1484
3817216,-2478835394250.1484
3818279,-2478835394250.1484
3819407,-2478835394250.1484
3819946,2785668441073.867
3829609,-2994147649722.1094
3831962,-2994147649722.1094
3833538,-2994147649722.1094
3835633,2785668441073.867
3835681,3330787464747.3984
3836180,-2478835394250.1484
3838388,-2478835394250.1484
3847733,2785668441073.867
3851719,-2478835394250.1484
3864528,3300980696513.8203
3866843,-2478835394250.1484
3866888,-2478835394250.1484
3867705,-2478835394250.1484
3869398,-2994147649722.1094
3884105,-2994147649722.1094
3884893,3300980696513.8203
3885177,3330787464747.3984
3887381,-2478835394250.1484
3888752,-2478835394250.1484
3895289,2785668441073.867
3896701,3300980696513.8203
3902156,-2994147649722.1094
3903173,-2478835394250.1484
3924325,2785668441073.867
3924397,-2994147649722.1094
3925426,-2994147649722.1094
3929669,-2994147649722.1094
3939041,-2449028626075.086
3939086,2895812664660.461
3943279,-2478835394250.1484
3943879,-2994147649722.1094
3945796,3300980696513.8203
3946018,-2478835394250.1484
3946471,2785668441073.867
3952093,-2478835394250.1484
3952731,-2994147649722.1094
3953942,-2994147649722.1094
3958460,3300980696513.8203
3959369,-2478835394250.1484
3962389,-2994147649722.1094
3968610,-2478835394250.1484
3975630,-2449028626075.086
3979613,-2449028626075.086
3993553,-2994147649722.1094
4007770,-2478835394250.1484
4016121,-2478835394250.1484
4016173,-2994147649722.1094
4016791,3300980696513.8203
4017226,2785668441073.867
4024936,-2994147649722.1094
4026150,-2449028626075.086
4028670,-2478835394250.1484
4031463,2895812664660.461
4033422,19207018123909.836
4037522,3330787464747.3984
